Sample_ID,HybSeq_ID
HEID8009975,HEID8009975_H32JJDSX5
HEID8009975,HEID8009975_HCK2KDSX5
HEID8009976,HEID8009976_H32JJDSX5
HEID8009976,HEID8009976_HCK2KDSX5
HEID8009978,HEID8009978_H32JJDSX5
HEID8009978,HEID8009978_HCK2KDSX5
HEID8009979,HEID8009979_H32JJDSX5
HEID8009979,HEID8009979_HCK2KDSX5
HEID8009980,HEID8009980_H2YKNDSX5
HEID8009980,HEID8009980_HCK2KDSX5
HEID8009981,HEID8009981_H2YKNDSX5
HEID8009981,HEID8009981_HCK2KDSX5
HEID8009984,HEID8009984_H2YKNDSX5
HEID8009984,HEID8009984_HCK2KDSX5
HEID8009986,HEID8009986_H2YKNDSX5
HEID8009986,HEID8009986_HCK2KDSX5
HEID8009987,HEID8009987_H2YKNDSX5
HEID8009987,HEID8009987_HCK2KDSX5
HEID8009989,HEID8009989_H2YKNDSX5
HEID8009989,HEID8009989_HCK2KDSX5
HEID8009990,HEID8009990_H2YKNDSX5
HEID8009990,HEID8009990_HCK2KDSX5
HEID8009993,HEID8009993_H2YKNDSX5
HEID8009993,HEID8009993_HCK2KDSX5
HEID8009999,HEID8009999_H5GL7DSX5
HEID8009999,HEID8009999_HCHMYDSX5
HEID8010009,HEID8010009_H5CK7DSX5
HEID8010009,HEID8010009_HCHMYDSX5
HEID8010015,HEID8010015_H32JJDSX5
HEID8010015,HEID8010015_HCK2KDSX5
HEID8010021,HEID8010021_H5CK7DSX5
HEID8010022,HEID8010022_H2J77DSX3
HEID8010022,HEID8010022_HG7THDSX3
HEID8010033,HEID8010033_H5GL7DSX5
HEID8010033,HEID8010033_HCHMYDSX5
HEID8010044,HEID8010044_H32JJDSX5
HEID8010044,HEID8010044_HCK2KDSX5
HEID8010045,HEID8010045_H32JJDSX5
HEID8010045,HEID8010045_HCK2KDSX5
HEID8010046,HEID8010046_H32JJDSX5
HEID8010046,HEID8010046_HCK2KDSX5
HEID8010047,HEID8010047_H2YKNDSX5
HEID8010047,HEID8010047_HCK2KDSX5
HEID8010050,HEID8010050_H5CK7DSX5
HEID8010050,HEID8010050_HCHMYDSX5
HEID8010056,HEID8010056_H2J77DSX3
HEID8010056,HEID8010056_HG7THDSX3
HEID8010059,HEID8010059_H5GL7DSX5
HEID8010059,HEID8010059_HCHMYDSX5
HEID8010063,HEID8010063_H2J77DSX3
HEID8010063,HEID8010063_HG7THDSX3
HEID8010066,HEID8010066_H2J77DSX3
HEID8010066,HEID8010066_H2J7JDSX3
HEID8010067,HEID8010067_H32JJDSX5
HEID8010067,HEID8010067_HCK2KDSX5
HEID8010072,HEID8010072_H2YKNDSX5
HEID8010072,HEID8010072_HCK2KDSX5
HEID8010077,HEID8010077_H32JJDSX5
HEID8010077,HEID8010077_HCK2KDSX5
HEID8010078,HEID8010078_H2YKNDSX5
HEID8010078,HEID8010078_HCK2KDSX5
HEID8010080,HEID8010080_H5GJJDSX5
HEID8010110,HEID8010110_H2J77DSX3
HEID8010110,HEID8010110_H2J7JDSX3
HEID8010111,HEID8010111_H2J77DSX3
HEID8010111,HEID8010111_H2J7JDSX3
HEID8010112,HEID8010112_H2J7CDSX3
HEID8010112,HEID8010112_H2J7JDSX3
HEID8010112,HEID8010112_H5CK7DSX5
HEID8010112,HEID8010112_HCHMYDSX5
HEID8010113,HEID8010113_H2J77DSX3
HEID8010113,HEID8010113_H2J7JDSX3
HEID8010118,HEID8010118_H2J77DSX3
HEID8010118,HEID8010118_H2J7JDSX3
HEID8010118,HEID8010118_H5CK7DSX5
HEID8010118,HEID8010118_HCHMYDSX5
HEID8010125,HEID8010125_H2J77DSX3
HEID8010125,HEID8010125_H2J7JDSX3
HEID8010127,HEID8010127_H2J77DSX3
HEID8010127,HEID8010127_H2J7JDSX3
HEID8010128,HEID8010128_H5CK7DSX5
HEID8010128,HEID8010128_HCHMYDSX5
HEID8010129,HEID8010129_H5CK7DSX5
HEID8010129,HEID8010129_HCHMYDSX5
HEID8010130,HEID8010130_H5CK7DSX5
HEID8010130,HEID8010130_HCHMYDSX5
HEID8010131,HEID8010131_H5GJJDSX5
HEID8010134,HEID8010134_H5GL7DSX5
HEID8010134,HEID8010134_HCHMYDSX5
HEID8010135,HEID8010135_H5GL7DSX5
HEID8010135,HEID8010135_HCHMYDSX5
HEID8010136,HEID8010136_H5CK7DSX5
HEID8010136,HEID8010136_HCHMYDSX5
HEID8010137,HEID8010137_H5GL7DSX5
HEID8010137,HEID8010137_HCHMYDSX5
HEID8010138,HEID8010138_H5GL7DSX5
HEID8010138,HEID8010138_HCHMYDSX5
HEID8010139,HEID8010139_H5CK7DSX5
HEID8010139,HEID8010139_HCHMYDSX5
HEID8010140,HEID8010140_H5GL7DSX5
HEID8010140,HEID8010140_HCHMYDSX5
HEID8010141,HEID8010141_H5GL7DSX5
HEID8010141,HEID8010141_HCHMYDSX5
HEID8010146,HEID8010146_H5GL7DSX5
HEID8010146,HEID8010146_HCHMYDSX5
HEID8010147,HEID8010147_H5GL7DSX5
HEID8010147,HEID8010147_HCHMYDSX5
HEID8010149,HEID8010149_H5CK7DSX5
HEID8010151,HEID8010151_H5CK7DSX5
HEID8010154,HEID8010154_H5CK7DSX5
HEID8010155,HEID8010155_H5CK7DSX5
HEID8010156,HEID8010156_H5CK7DSX5
HEID8010158,HEID8010158_H5GJJDSX5
HEID8010158,HEID8010158_HCHMYDSX5
HEID8010161,HEID8010161_H5GJJDSX5
HEID8010161,HEID8010161_HCHMYDSX5
HEID8010165,HEID8010165_H5GL7DSX5
HEID8010165,HEID8010165_HCHMYDSX5
HEID8010166,HEID8010166_H32JJDSX5
HEID8010166,HEID8010166_HCK2KDSX5
HEID8010167,HEID8010167_H32JJDSX5
HEID8010167,HEID8010167_HCK2KDSX5
HEID8010168,HEID8010168_H32JJDSX5
HEID8010168,HEID8010168_HCK2KDSX5
HEID8010169,HEID8010169_H32JJDSX5
HEID8010169,HEID8010169_HCK2KDSX5
HEID8010170,HEID8010170_H32JJDSX5
HEID8010170,HEID8010170_HCK2KDSX5
HEID8010171,HEID8010171_H32JJDSX5
HEID8010171,HEID8010171_HCK2KDSX5
HEID8010175,HEID8010175_H2YKNDSX5
HEID8010175,HEID8010175_HCK2KDSX5
HEID8010176,HEID8010176_H2YKNDSX5
HEID8010176,HEID8010176_HCK2KDSX5
HEID8010177,HEID8010177_H2YKNDSX5
HEID8010177,HEID8010177_HCK2KDSX5
HEID8010183,HEID8010183_H5GL7DSX5
HEID8010183,HEID8010183_HCHMYDSX5
HEID8010187,HEID8010187_H32JJDSX5
HEID8010187,HEID8010187_HCK2KDSX5
HEID8010188,HEID8010188_H5CK7DSX5
HEID8010189,HEID8010189_H5GL7DSX5
HEID8010189,HEID8010189_HCHMYDSX5
HEID8010190,HEID8010190_H5GJJDSX5
HEID8010192,HEID8010192_H5GJJDSX5
HEID8010198,HEID8010198_H5CK7DSX5
HEID8010203,HEID8010203_H2J77DSX3
HEID8010203,HEID8010203_H2J7JDSX3
HEID8010213,HEID8010213_H5CK7DSX5
HEID8010213,HEID8010213_HCHMYDSX5
HEID8010215,HEID8010215_H5CK7DSX5
HEID8010215,HEID8010215_HCHMYDSX5
HEID8010217,HEID8010217_H5CK7DSX5
HEID8010217,HEID8010217_HCHMYDSX5
HEID8010225,HEID8010225_H32JJDSX5
HEID8010225,HEID8010225_HCK2KDSX5
HEID8010229,HEID8010229_H5GJJDSX5
HEID8010230,HEID8010230_H5GL7DSX5
HEID8010230,HEID8010230_HCHMYDSX5
HEID8010231,HEID8010231_H5CK7DSX5
HEID8010231,HEID8010231_HCHMYDSX5
HEID8010234,HEID8010234_H5CK7DSX5
HEID8010234,HEID8010234_HCHMYDSX5
HEID8010237,HEID8010237_H5GJJDSX5
HEID8010238,HEID8010238_H5GJJDSX5
HEID8010238,HEID8010238_HCHMYDSX5
HEID8010239,HEID8010239_H5GJJDSX5
HEID8010240,HEID8010240_H5GJJDSX5
HEID8010241,HEID8010241_H5GJJDSX5
HEID8010241,HEID8010241_HCHMYDSX5
HEID8010243,HEID8010243_H5GJJDSX5
HEID8010244,HEID8010244_H5GJJDSX5
HEID8010246,HEID8010246_H5GJJDSX5
HEID8010247,HEID8010247_H5GJJDSX5
HEID8010248,HEID8010248_H5GJJDSX5
HEID8010251,HEID8010251_H5GJJDSX5
HEID8010254,HEID8010254_H5GL7DSX5
HEID8010254,HEID8010254_HCHMYDSX5
HEID8010256,HEID8010256_H5GL7DSX5
HEID8010256,HEID8010256_HCHMYDSX5
HEID8010257,HEID8010257_H5GL7DSX5
HEID8010257,HEID8010257_HCHMYDSX5
HEID8010258,HEID8010258_H5GL7DSX5
HEID8010258,HEID8010258_HCHMYDSX5
HEID8010259,HEID8010259_H5GL7DSX5
HEID8010259,HEID8010259_HCHMYDSX5
HEID8010260,HEID8010260_H5GL7DSX5
HEID8010260,HEID8010260_HCHMYDSX5
HEID8010262,HEID8010262_H5GL7DSX5
HEID8010262,HEID8010262_HCHMYDSX5
HEID8010263,HEID8010263_H5GL7DSX5
HEID8010263,HEID8010263_HCHMYDSX5
HEID8010264,HEID8010264_H5GL7DSX5
HEID8010264,HEID8010264_HCHMYDSX5
HEID8010265,HEID8010265_H5GL7DSX5
HEID8010265,HEID8010265_HCHMYDSX5
HEID8010266,HEID8010266_H5GL7DSX5
HEID8010266,HEID8010266_HCHMYDSX5
HEID8010267,HEID8010267_H5CK7DSX5
HEID8010268,HEID8010268_H5CK7DSX5
HEID8010269,HEID8010269_H5CK7DSX5
HEID8010272,HEID8010272_H5CK7DSX5
HEID8010273,HEID8010273_H5GJJDSX5
HEID8010273,HEID8010273_HCHMYDSX5
HEID8010274,HEID8010274_H5GJJDSX5
HEID8010274,HEID8010274_HCHMYDSX5
HEID8010275,HEID8010275_H5GJJDSX5
HEID8010275,HEID8010275_HCHMYDSX5
HEID8010276,HEID8010276_H5GJJDSX5
HEID8010276,HEID8010276_HCHMYDSX5
HEID8010277,HEID8010277_H5GJJDSX5
HEID8010277,HEID8010277_HCHMYDSX5
HEID8010279,HEID8010279_H5GJJDSX5
HEID8010279,HEID8010279_HCHMYDSX5
HEID8010280,HEID8010280_H5GJJDSX5
HEID8010283,HEID8010283_H32JJDSX5
HEID8010283,HEID8010283_HCK2KDSX5
HEID8010284,HEID8010284_H5GL7DSX5
HEID8010284,HEID8010284_HCHMYDSX5
HEID8010285,HEID8010285_H5GL7DSX5
HEID8010285,HEID8010285_HCHMYDSX5
HEID8010286,HEID8010286_H5GL7DSX5
HEID8010286,HEID8010286_HCHMYDSX5
HEID8010287,HEID8010287_H5GL7DSX5
HEID8010287,HEID8010287_HCHMYDSX5
HEID8010288,HEID8010288_H2YKNDSX5
HEID8010288,HEID8010288_HCK2KDSX5
HEID8010289,HEID8010289_H5GL7DSX5
HEID8010289,HEID8010289_HCHMYDSX5
HEID8010290,HEID8010290_H32JJDSX5
HEID8010290,HEID8010290_HCK2KDSX5
HEID8010291,HEID8010291_H2YKNDSX5
HEID8010291,HEID8010291_HCK2KDSX5
HEID8010293,HEID8010293_H2YKNDSX5
HEID8010293,HEID8010293_HCK2KDSX5
HEID8010294,HEID8010294_H2YKNDSX5
HEID8010294,HEID8010294_HCK2KDSX5
HEID8010295,HEID8010295_H2YKNDSX5
HEID8010295,HEID8010295_HCK2KDSX5
HEID8010296,HEID8010296_H32JJDSX5
HEID8010296,HEID8010296_HCK2KDSX5
HEID8010297,HEID8010297_H32JJDSX5
HEID8010297,HEID8010297_HCK2KDSX5
HEID8010298,HEID8010298_H32JJDSX5
HEID8010298,HEID8010298_HCK2KDSX5
HEID8010299,HEID8010299_H32JJDSX5
HEID8010299,HEID8010299_HCK2KDSX5
HEID8010300,HEID8010300_H32JJDSX5
HEID8010300,HEID8010300_HCK2KDSX5
HEID8010301,HEID8010301_H2YKNDSX5
HEID8010301,HEID8010301_HCK2KDSX5
HEID8010302,HEID8010302_H2YKNDSX5
HEID8010302,HEID8010302_HCK2KDSX5
HEID8010303,HEID8010303_H2YKNDSX5
HEID8010303,HEID8010303_HCK2KDSX5
HEID8010304,HEID8010304_H2YKNDSX5
HEID8010304,HEID8010304_HCK2KDSX5
HEID8010305,HEID8010305_H2YKNDSX5
HEID8010305,HEID8010305_HCK2KDSX5
HEID8010324,HEID8010324_H5GJJDSX5
HEID8010324,HEID8010324_HCHMYDSX5
HEID8010325,HEID8010325_H32JJDSX5
HEID8010325,HEID8010325_HCK2KDSX5
HEID8010335,HEID8010335_H32JJDSX5
HEID8010335,HEID8010335_HCK2KDSX5
HEID8010336,HEID8010336_H2YKNDSX5
HEID8010336,HEID8010336_HCK2KDSX5
HEID8010338,HEID8010338_H5CK7DSX5
HEID8010338,HEID8010338_HCHMYDSX5
HEID8010339,HEID8010339_H5CK7DSX5
HEID8010339,HEID8010339_HCHMYDSX5
HEID8010342,HEID8010342_H5CK7DSX5
HEID8010347,HEID8010347_H2YKNDSX5
HEID8010347,HEID8010347_HCK2KDSX5
HEID8010353,HEID8010353_H5CK7DSX5
HEID8010353,HEID8010353_HCHMYDSX5
HEID8010397,HEID8010397_H5CK7DSX5
HEID8010397,HEID8010397_HCHMYDSX5
HEID8010398,HEID8010398_H5CK7DSX5
HEID8010398,HEID8010398_HCHMYDSX5
HEID8010399,HEID8010399_H5CK7DSX5
HEID8010399,HEID8010399_HCHMYDSX5
HEID8010400,HEID8010400_H5CK7DSX5
HEID8010400,HEID8010400_HCHMYDSX5
HEID8010402,HEID8010402_H5CK7DSX5
HEID8010402,HEID8010402_HCHMYDSX5
HEID8010405,HEID8010405_H5CK7DSX5
HEID8010405,HEID8010405_HCHMYDSX5
HEID8010406,HEID8010406_H5CK7DSX5
HEID8010406,HEID8010406_HCHMYDSX5
HEID8010407,HEID8010407_H5CK7DSX5
HEID8010407,HEID8010407_HCHMYDSX5
HEID8010409,HEID8010409_H5CK7DSX5
HEID8010409,HEID8010409_HCHMYDSX5
HEID8010806,HEID8010806_H5GJJDSX5
HEID8010807,HEID8010807_H5GL7DSX5
HEID8010807,HEID8010807_HCHMYDSX5
HEID8010808,HEID8010808_H5CK7DSX5
HEID8010808,HEID8010808_HCHMYDSX5
HEID8010809,HEID8010809_H5GJJDSX5
HEID8010809,HEID8010809_HCHMYDSX5
HEID8010810,HEID8010810_H5GJJDSX5
HEID8010810,HEID8010810_HCHMYDSX5
HEID8010811,HEID8010811_H5GJJDSX5
HEID8010812,HEID8010812_H5GL7DSX5
HEID8010812,HEID8010812_HCHMYDSX5
HEID8010813,HEID8010813_H5GL7DSX5
HEID8010813,HEID8010813_HCHMYDSX5
HEID8010814,HEID8010814_H5GL7DSX5
HEID8010814,HEID8010814_HCHMYDSX5
HEID8010815,HEID8010815_H5CK7DSX5
HEID8010816,HEID8010816_H5GJJDSX5
HEID8010816,HEID8010816_HCHMYDSX5
HEID8010817,HEID8010817_H2J77DSX3
HEID8010817,HEID8010817_H2J7JDSX3
HEID8010817,HEID8010817_H5CK7DSX5
HEID8010817,HEID8010817_HCHMYDSX5
HEID8010818,HEID8010818_H5GJJDSX5
HEID8010818,HEID8010818_HCHMYDSX5
HEID8010819,HEID8010819_H5CK7DSX5
HEID8010820,HEID8010820_H5GJJDSX5
HEID8010820,HEID8010820_HCHMYDSX5
HEID8010821,HEID8010821_H32JJDSX5
HEID8010821,HEID8010821_HCK2KDSX5
HEID8010822,HEID8010822_H5GL7DSX5
HEID8010822,HEID8010822_HCHMYDSX5
HEID8010823,HEID8010823_H5GJJDSX5
HEID8010823,HEID8010823_HCHMYDSX5
HEID8010824,HEID8010824_H2YKNDSX5
HEID8010824,HEID8010824_HCK2KDSX5
HEID8010825,HEID8010825_H5CK7DSX5
HEID8010826,HEID8010826_H5GL7DSX5
HEID8010826,HEID8010826_HCHMYDSX5
HEID8010827,HEID8010827_H2J77DSX3
HEID8010827,HEID8010827_H2J7JDSX3
HEID8010828,HEID8010828_H5GL7DSX5
HEID8010828,HEID8010828_HCHMYDSX5
HEID809730,HEID809730_H2J77DSX3
HEID809730,HEID809730_H2J7JDSX3
HEID809782,HEID809782_H2J77DSX3
HEID809782,HEID809782_H2J7JDSX3
HEID809801,HEID809801_H2J77DSX3
HEID809801,HEID809801_H2J7JDSX3
HEID809841,HEID809841_H2J7CDSX3
HEID809841,HEID809841_H2J7JDSX3
HEID9200106,HEID9200106_H2J77DSX3
HEID9200106,HEID9200106_H2J7JDSX3
HEID9200251,HEID9200251_H2J77DSX3
HEID9200251,HEID9200251_H2J7JDSX3
HEID9200278,HEID9200278_H2J77DSX3
HEID9200278,HEID9200278_H2J7JDSX3
HEID9200281,HEID9200281_H5GL7DSX5
HEID9200281,HEID9200281_HCHMYDSX5
HEID9200300,HEID9200300_H2J7CDSX3
HEID9200300,HEID9200300_H2J7JDSX3
JB101,JB101
JB103,JB103
JB108,JB108
JB111,JB111
JB1176,JB1176
JB1216,JB1216
JB1275,JB1275
JB1279,JB1279
JB1287,JB1287
JB132,JB132
JB138,JB138
JB1413,JB1413
JB1508,JB1508
JB152,JB152
JB1624,JB1624
JB166,JB166
JB171,JB171
JB178,JB178
JB181,JB181
JB182,JB182
JB189,JB189
JB194,JB194
JB196,JB196
JB199,JB199
JB203,JB203
JB208,JB208
JB215,JB215
JB220,JB220
JB231,JB231
JB234,JB234
JB236,JB236
JB237,JB237
JB242,JB242
JB257,JB257
JB264,JB264
JB273,JB273
JB274,JB274
JB277,JB277
JB284,JB284
JB418,JB418
JB709,JB709
JB828,JB828
JB837,JB837
JB895,JB895
JB967,JB967
JB994,JB994
LA242,LA242
LA341,LA341
LA474,LA474
LA711,LA711
NA_sn,NA_sn
NB1,NB1
NB10,NB10
NB11,NB11
NB2,NB2
NB3,NB3
NB4,NB4
NB5,NB5
NB6,NB6
NB7,NB7
NB8,NB8
NB9,NB9
ODN163,ODN163
ODN165,ODN165
ODN30,ODN30
ODN34,ODN34
ODN53,ODN53
ODN54,ODN54
ODN55,ODN55
ODN61,ODN61
ODN87,ODN87
P05357788,P05357788
PAFTOL_005410,PAFTOL_005410
PAFTOL_005411,PAFTOL_005411
PAFTOL_008053,PAFTOL_008053
PAFTOL_014331,PAFTOL_014331
PAFTOL_019329,PAFTOL_019329
PAFTOL_019331,PAFTOL_019331
PAFTOL_019333,PAFTOL_019333
PAFTOL_019335,PAFTOL_019335
PAFTOL_019339,PAFTOL_019339
PAFTOL_019341,PAFTOL_019341
PAFTOL_019347,PAFTOL_019347
PAFTOL_019349,PAFTOL_019349
PAFTOL_019353,PAFTOL_019353
PAFTOL_019357,PAFTOL_019357
PAFTOL_019359,PAFTOL_019359
PAFTOL_019361,PAFTOL_019361
PAFTOL_019363,PAFTOL_019363
PAFTOL_019367,PAFTOL_019367
PAFTOL_019369,PAFTOL_019369
PAFTOL_019371,PAFTOL_019371
PAFTOL_019373,PAFTOL_019373
PAFTOL_019377,PAFTOL_019377
PAFTOL_019379,PAFTOL_019379
PAFTOL_019381,PAFTOL_019381
PAFTOL_019385,PAFTOL_019385
PAFTOL_019393,PAFTOL_019393
PAFTOL_019399,PAFTOL_019399
PAFTOL_019401,PAFTOL_019401
PAFTOL_019403,PAFTOL_019403
PAFTOL_019405,PAFTOL_019405
PAFTOL_019407,PAFTOL_019407
PAFTOL_019409,PAFTOL_019409
PAFTOL_019411,PAFTOL_019411
PAFTOL_019413,PAFTOL_019413
PAFTOL_019415,PAFTOL_019415
PAFTOL_019419,PAFTOL_019419
PAFTOL_019421,PAFTOL_019421
PAFTOL_019423,PAFTOL_019423
PAFTOL_019425,PAFTOL_019425
PAFTOL_019429,PAFTOL_019429
PAFTOL_019431,PAFTOL_019431
PAFTOL_019433,PAFTOL_019433
PAFTOL_019435,PAFTOL_019435
PAFTOL_019437,PAFTOL_019437
PAFTOL_019439,PAFTOL_019439
PAFTOL_019441,PAFTOL_019441
PAFTOL_019443,PAFTOL_019443
PAFTOL_019447,PAFTOL_019447
PAFTOL_019453,PAFTOL_019453
PAFTOL_019455,PAFTOL_019455
PAFTOL_019459,PAFTOL_019459
PAFTOL_023435,PAFTOL_023435
PAFTOL_023437,PAFTOL_023437
PAFTOL_023445,PAFTOL_023445
PAFTOL_023449,PAFTOL_023449
PAFTOL_023451,PAFTOL_023451
PAFTOL_023453,PAFTOL_023453
PAFTOL_023457,PAFTOL_023457
PAFTOL_023459,PAFTOL_023459
PAFTOL_023461,PAFTOL_023461
PAFTOL_023463,PAFTOL_023463
PAFTOL_023465,PAFTOL_023465
PAFTOL_023467,PAFTOL_023467
PAFTOL_023469,PAFTOL_023469
PAFTOL_023471,PAFTOL_023471
PAFTOL_023473,PAFTOL_023473
PAFTOL_023475,PAFTOL_023475
PAFTOL_023477,PAFTOL_023477
PAFTOL_023481,PAFTOL_023481
PAFTOL_023483,PAFTOL_023483
PAFTOL_023487,PAFTOL_023487
PAFTOL_023491,PAFTOL_023491
PAFTOL_023493,PAFTOL_023493
PAFTOL_023495,PAFTOL_023495
PAFTOL_023497,PAFTOL_023497
PAFTOL_023499,PAFTOL_023499
PAFTOL_023503,PAFTOL_023503
PAFTOL_023509,PAFTOL_023509
PAFTOL_023511,PAFTOL_023511
PAFTOL_023513,PAFTOL_023513
PAFTOL_023515,PAFTOL_023515
PAFTOL_023519,PAFTOL_023519
PJA244,PJA244
RB312,RB312
RB313,RB313
RB314,RB314
RB325,RB325
RB326,RB326
RB327,RB327
RB328,RB328
RB33,RB33
RB334,RB334
RB34,RB34
RB35,RB35
RB36,RB36
RB360,RB360
RB37,RB37
RB38,RB38
RB386,RB386
RB387,RB387
RB39,RB39
RB390,RB390
RB391,RB391
RB42,RB42
RB43,RB43
RB50,RB50
RB509,RB509
RB51,RB51
RB52,RB52
RB54,RB54
RB55,RB55
RB56,RB56
RB585,RB585
RB586,RB586
RB59,RB59
RB60,RB60
RB61,RB61
RB63,RB63
RB659,RB659
RB66,RB66
RB667,RB667
RB668,RB668
RB67,RB67
RB679,RB679
RB681,RB681
RB682,RB682
RB706,RB706
RB707,RB707
RB708,RB708
RB723,RB723
RB724,RB724
RB725,RB725
RB726,RB726
RB727,RB727
RB742,RB742
RB743,RB743
RB744,RB744
RB77,RB77
RB949,RB949
RB958,RB958
S_670,S_670
S0055,S0055
S0156,S0156
S0156,S0156b
S0173,S0173
S0173,S0173b
S0196,S0196
S0196,S0196-2
S0196,S0196b
S0268,S0268
S0273,S0273
S0275,S0275
S0275,S0275b
S0277,S0277
S0277,S0277b
S0278,S0278
S0278,S0278b
S0279,S0279
S0280,S0280
S0281,S0281
S0282,S0282
S0283,S0283
S0284,S0284
S0284,S0284b
S0284,S0284c
S0285,S0285
S0285,S0285b
S0285,S0285c
S0286,S0286
S0287,S0287
S0287,S0287-2
S0287,S0287b
S0288,S0288
S0288,S0288b
S0289,S0289
S0289,S0289b
S0291,S0291
S0291,S0291b
S0292,S0292
S0293,S0293
S0294,S0294
S0294,S0294b
S0295,S0295
S0296,S0296
S0296,S0296b
S0297,S0297
S0297,S0297b
S0298,S0298
S0298,S0298b
S0299,S0299
S0299,S0299b
S0300,S0300
S0300,S0300b
S0301,S0301
S0301,S0301b
S0303,S0303
S0303,S0303b
S0305,S0305
S0305,S0305b
S0306,S0306
S0306,S0306b
S0307,S0307
S0307,S0307-2
S0307,S0307b
S0308,S0308lit
S0308,S0308litb
S0308,S0308med
S0308,S0308medb
S0308,S0308much
S0308,S0308muchb
S0309,S0309
S0310,S0310
S0311,S0311
S0311,S0311-2
S0311,S0311b
S0312,S0312
S0312,S0312b
S0313,S0313
S0313,S0313b
S0314,S0314
S0315,S0315lit
S0315,S0315med
S0315,S0315much
S0316,S0316
S0316,S0316-2
S0316,S0316b
S0317,S0317lit
S0317,S0317med
S0317,S0317much
S0319,S0319
S0320,S0320
S0322,S0322
S0322,S0322b
S0323,S0323
S0323,S0323b
S0324,S0324
S0325,S0325
S0325,S0325lit
S0325,S0325much
S0326,S0326
S0326,S0326-2
S0326,S0326b
S0327,S0327
S0327,S0327b
S0328,S0328
S0328,S0328med
S0328,S0328much
S0329,S0329
S0329,S0329b
S0330,S0330
S0331,S0331
S0332,S0332
S0332,S0332b
S0333,S0333
S0333,S0333-2
S0333,S0333b
S0335,S0335browninput
S0335,S0335lit
S0335,S0335litb
S0335,S0335med
S0335,S0335medb
S0336,S0336
S0336,S0336b
S0337,S0337
S0338,S0338
S0339,S0339
S0339,S0339b
S0340,S0340
S0341,S0341
S0341,S0341-2
S1548,S1548
S0342,S0342
S0342,S0342-2
S0343,S0343
S0343,S0343-2
S0343,S0343b
S0344,S0344
S0344,S0344-2
S0344,S0344b
S0345,S0345
S0345,S0345b
S0346,S0346
S0348,S0348
S0348,S0348-2
S0348,S0348b
S0349,S0349
S0350,S0350
S0351,S0351
S0352,S0352
S0354,S0354
S0355,S0355
S0355,S0355b
S0356,S0356
S0356,S0356b
S0357,S0357
S0358,S0358
S0359,S0359
S0359,S0359b
S0360,S0360
S0361,S0361
S0361,S0361b
S0362,S0362
S0363,S0363
S0363,S0363b
S0364,S0364
S0365,S0365
S0365,S0365-2
S0367,S0367
S0369,S0369
S0369,S0369b
S0371,S0371
S0371,S0371b
S0373,S0373
S0373,S0373b
S0374,S0374
S0375,S0375
S0376,S0376
S0376,S0376b
S0377,S0377
S0377,S0377b
S0379,S0379
S0380,S0380
S0381,S0381
S0383,S0383
S0383,S0383b
S0384,S0384
S0384,S0384b
S0385,S0385
S0387,S0387
S0387,S0387b
S0388,S0388
S0389,S0389
S0391,S0391
S0391,S0391b
S0392,S0392
S0392,S0392b
S0394,S0394
S0394,S0394b
S0395,S0395
S0395,S0395b
S0398,S0398
S0398,S0398-2
S0398,S1541
S0400,S0400
S0400,S0400b
S0401,S0401
S0403,S0403
S0403,S0403-2
S0403,S0403b
S0404,S0404
S0405,S0405
S0405,S0405b
S0407,S0407
S0407,S0407-2
S0407,S0407b
S0408,S0408
S0409,S0409
S0410,S0410
S0411,S0411
S0412,S0412
S0412,S0412-2
S0412,S0412b
S0412,S0412c
S0416,S0416
S0417,S0417
S0417,S0417b
S0419,S0419
S0419,S0419b
S0420,S0420
S0420,S0420-2
S0420,S0420b
S0421,S0421
S0424,S0424
S0424,S0424b
S0426,S0426
S0427,S0427
S0428,S0428
S0428,S0428-2
S0428,S0428b
S0430,S0430
S0430,S0430b
S0431,S0431
S0431,S0431b
S0435,S0435
S0436,S0436
S0436,S0436b
S0438,S0438
S0440,S0440
S0442,S0442
S0442,S0442b
S0443,S0443
S0443,S0443b
S0444,S0444
S0444,S0444b
S0448,S0448-3
S0450,S0450
S0451,S0451
S0451,S0451b
S0453,S0453
S0453,S0453b
S0454,S0454
S0455,S0455
S0455,S0455b
S0456,S0456
S0457,S0457
